identifier,file,character,source,translation
GLAF046FO,GLOBAL_StringTable.csv,Ford,And then grab any chunks of their victims that you can find--use TK to throw them into the gaping hole and that should choke up its system.,
GLAF047FO,GLOBAL_StringTable.csv,Ford,When it turns to glass you can shatter it with one good punch.,
GLAF048RA,GLOBAL_StringTable.csv,Raz,I've got these little thistle girls attacking me.,
GLAF049FO,GLOBAL_StringTable.csv,Ford,"They're only invulnerable when they're spinning, but if you can't wait, try fire.",
GLAF050RA,GLOBAL_StringTable.csv,Raz,These hell-hounds keep setting me on fire.,
GLAF051FO,GLOBAL_StringTable.csv,Ford,"Now, if a dog did that to me, I'd shoot it. From a distance. With my PSI Blast.",
GLAF052RA,GLOBAL_StringTable.csv,Raz,There are these mean little Harpies in Gloria's mind,
GLAF053FO,GLOBAL_StringTable.csv,Ford,"Shoot! Shoot 'em. Blast them in the head. We're trying to save the world here, not start an aviary!",
GLAF054RA,GLOBAL_StringTable.csv,Raz,How would you kill a really big walking snail with a cannon?,
GLAF055FO,GLOBAL_StringTable.csv,Ford,"Well, remember you can tumble fast when you're using your mental focus...",
GLAF056FO,GLOBAL_StringTable.csv,Ford,That should help you avoid their cannonballs.,
GLAF057FO,GLOBAL_StringTable.csv,Ford,"And when you get up close, punch them, and when they're all sealed up like a pill bug...",
GLAF058FO,GLOBAL_StringTable.csv,Ford,Light the fuse on their head and see what happens when that cannon goes off inside their armor.,
GLAF059FO,GLOBAL_StringTable.csv,Ford,"And when you're tired of that, pick them up with TK and throw them in the water. Snails can't swim! Hee hee!",
GLAF060RA,GLOBAL_StringTable.csv,Raz,That Tiger wrestler's got a mean pounce.,
GLAF061FO,GLOBAL_StringTable.csv,Ford,"Yeah, but it's not so mean if you shield at the right moment.",
GLAF062FO,GLOBAL_StringTable.csv,Ford,And if you're invisible then he's just out of luck.,
GLAF063RA,GLOBAL_StringTable.csv,Raz,The Dragon wrestler has this roar that glues me to the floor.,
GLAF064FO,GLOBAL_StringTable.csv,Ford,"That's the thing. You gotta be off the floor when that happens. As soon as he starts to let out a roar, you jump as high as you can and PSI Float. Then he can't get you.",
GLAF065RA,GLOBAL_StringTable.csv,Raz,Two words: Ca-caw.,
GLAF066FO,GLOBAL_StringTable.csv,Ford,"Well, I mean. That's really one word isn't it?",
GLAF067RA,GLOBAL_StringTable.csv,Raz,How are you spelling it?,
GLAF068FO,GLOBAL_StringTable.csv,Ford,C-a-hyphen-c-a-w.,
GLAF069RA,GLOBAL_StringTable.csv,Raz,"Oh, well if you're going to use a hyphen, I mean--",
GLAF070FO,GLOBAL_StringTable.csv,Ford,"It's a hyphenated word. One, hyphenated word. Like, um, half-wit.",
GLAF071RA,GLOBAL_StringTable.csv,Raz,"Look, are you--",
GLAF072FO,GLOBAL_StringTable.csv,Ford,"Watch his shadow, and when you see him coming down, turn on your shield for a real back-breaking landing.",
GLAF073RA,GLOBAL_StringTable.csv,Raz,Back hyphen breaking. Two words.,
GLAF074RA,GLOBAL_StringTable.csv,Raz,That Cobra wrestler resists attacks.,
GLAF075FO,GLOBAL_StringTable.csv,Ford,"Yeah, that concentration yap he's giving don't mean a thing if you can hit him with a nice confusion grenade. While he's trying to remember his name, he's vulnerable.",
GLAF076RA,GLOBAL_StringTable.csv,Raz,How do I kill that armless guy with the swords in his mouth?,
GLAF077FO,GLOBAL_StringTable.csv,Ford,Ah youth. I remember the first time I asked that very question.,
GLAF078FO,GLOBAL_StringTable.csv,Ford,You can't kill something like that. But you might be able to use his weapons to your own advantage.,
GLAF079FO,GLOBAL_StringTable.csv,Ford,"Once his swords go into the wall, I'll bet you could swing on them in that way you do so well.",
GLAF080RA,GLOBAL_StringTable.csv,Raz,Hellish bunnies spewed forth from meat grinders? Ring a bell?,
GLAF081FO,GLOBAL_StringTable.csv,Ford,"At this point, I just say beat the heck out of em. Something like that shouldn't even exist!",
GLAF082RA,GLOBAL_StringTable.csv,Raz,You've been very helpful. That's all I need.,
GLAF083FO,GLOBAL_StringTable.csv,Ford,Good luck!,
GLAG000FO,GLOBAL_StringTable.csv,Ford,This would be a good place to be on your ball.,
GLAG001FO,GLOBAL_StringTable.csv,Ford,PSI Blast!,
GLAG002FO,GLOBAL_StringTable.csv,Ford,PSI Floating would help here.,
GLAG003FO,GLOBAL_StringTable.csv,Ford,Punch!,
GLAG004FO,GLOBAL_StringTable.csv,Ford,Palm Bomb!,
GLAG005FO,GLOBAL_StringTable.csv,Ford,Your ten-year-old mind can set fires. And I have to tell you to do that?,
GLAG006FO,GLOBAL_StringTable.csv,Ford,I would use Telekinesis here.,
GLAG007FO,GLOBAL_StringTable.csv,Ford,"It never hurts, in situations like this, to be invisible.",
GLAG008FO,GLOBAL_StringTable.csv,Ford,Don't forget your shield! It's a real life saver!,
GLAG009FO,GLOBAL_StringTable.csv,Ford,Mental focus!,
GLAG010FO,GLOBAL_StringTable.csv,Ford,"Clairvoyance can help you see what other people, animals, or things can see.",
GLAG011FO,GLOBAL_StringTable.csv,Ford,Why don't you confuse 'em? Just for laughs!,
GLAG012FO,GLOBAL_StringTable.csv,Ford,Your enemies can't kill what they can't see.,
GLAG013FO,GLOBAL_StringTable.csv,Ford,Have you considered setting fire to everything?,
GLAG014FO,GLOBAL_StringTable.csv,Ford,"Keeping your target locked will enable you to focus your powers better, and perform better evasive maneuvers!",
GLAG015FO,GLOBAL_StringTable.csv,Ford,Why fight someone when you can confuse them from a distance and let them fight themselves?,
GLAH000FO,GLOBAL_StringTable.csv,Ford,Hope that makes you feel pretty.,
GLAI000FO,GLOBAL_StringTable.csv,Ford,"Well, if you're up for some experimental training, you should go see Sasha in his lab, under the GPC. Should be marked on your map.",
GLAI001FO,GLOBAL_StringTable.csv,Ford,Looks like you need some better firepower. Better come see me in my lab for your Marksmanship Merit Badge.,
GLAI002FO,GLOBAL_StringTable.csv,Ford,Go take Sasha's marksmanship training! Why else did I give you that learner's permit?,
GLAI003FO,GLOBAL_StringTable.csv,Ford,"Well, now that your mind is a deadly weapon, why not go teach that garbage-spitter a lesson.",
GLAI004FO,GLOBAL_StringTable.csv,Ford,The one in your vision. Not Sasha.,
GLAI005FO,GLOBAL_StringTable.csv,Ford,Well it is about time you got some Levitation instruction.,
GLAI006FO,GLOBAL_StringTable.csv,Ford,Go take a canoe out to see Agent Vodello. She's teaching class right now.,
GLAI007FO,GLOBAL_StringTable.csv,Ford,I'm a little worried about your foil-headed friend. Now he's not alone!,
GLAI008RA,GLOBAL_StringTable.csv,Raz,What do  you mean?,
GLAI009FO,GLOBAL_StringTable.csv,Ford,"I mean more and more kids are acting just like him. Sitting inside on such a nice day, watching TV up in the lodge.",
GLAI010FO,GLOBAL_StringTable.csv,Ford,I'm afraid something very wrong is going on.,
GLAI011FO,GLOBAL_StringTable.csv,Ford,"Better get back to that vision you had in the Brain Tumbler, and use your Levitation to get a closer look.",
GLAI012FO,GLOBAL_StringTable.csv,Ford,Why are you just standing here when you should be running down to the lake to make sure your girlfriend isn't being kidnapped by the monster that lives in the water?,
GLAI013RA,GLOBAL_StringTable.csv,Raz,"Hey, we are just good friends.",
GLAI014FO,GLOBAL_StringTable.csv,Ford,"Oh, well. That changes everything. Just let her get eaten then.",
GLAI015FO,GLOBAL_StringTable.csv,Ford,Get to the end of the docks and get in that bathysphere quick! Before that fish gets away!,
GLAJ000FO,GLOBAL_StringTable.csv,Ford,Dodge that garbage it's spitting out!,
GLAJ001FO,GLOBAL_StringTable.csv,Ford,"And when it's sucking it back up, bust open one of those nail boxes and see how it likes the taste of those!",
GLAJ002FO,GLOBAL_StringTable.csv,Ford,Take that little door you found in Sasha's lab and use it on the monster.,
GLAJ003FO,GLOBAL_StringTable.csv,Ford,We have to get in it's head if we're going to find out where it took the girl!,
GLAJ004FO,GLOBAL_StringTable.csv,Ford,We have to get back to the other side of the lake. That's where Oleander took the girl.,
GLAJ005FO,GLOBAL_StringTable.csv,Ford,"We're by the old, abandoned insane asylum. I'll bet Oleander has his headquarters up inside.",
GLAJ006FO,GLOBAL_StringTable.csv,Ford,And keep your eyes peeled for stolen brains.,
GLAJ007FO,GLOBAL_StringTable.csv,Ford,The thief might have dropped some along the way.,
GLAJ008FO,GLOBAL_StringTable.csv,Ford,I'll bet those crows can see where some of them are...,
GLAJ009FO,GLOBAL_StringTable.csv,Ford,"Go into this guard's mind, and see if you can find a way to make him open the gate!",
GLAJ010FO,GLOBAL_StringTable.csv,Ford,Let's find a way into that asylum!,
GLAJ011FO,GLOBAL_StringTable.csv,Ford,We have to get by that creepy guard and take the elevator upstairs.,
GLAJ012FO,GLOBAL_StringTable.csv,Ford,I'll bet that's where Oleander has the girl.,
GLAJ013FO,GLOBAL_StringTable.csv,Ford,Maybe you could make some kind of a disguise...,
GLAJ014FO,GLOBAL_StringTable.csv,Ford,"What are we doing down here? We need to be up in the tower, trying to free your girlfriend!",
GLAJ015FO,GLOBAL_StringTable.csv,Ford,Try to shoot those rats before they get too close!,
GLAJ016FO,GLOBAL_StringTable.csv,Ford,Keep moving up! We gotta get to the top!,
GLAJ017FO,GLOBAL_StringTable.csv,Ford,"Oh, watch out for that guard crow.",
GLAJ018FO,GLOBAL_StringTable.csv,Ford,I'll bet he might not be too alert if you smacked him with a confusion grenade.,
GLAJ019FO,GLOBAL_StringTable.csv,Ford,Just steer clear of the nutbag in the shower cap.,
GLAJ020FO,GLOBAL_StringTable.csv,Ford,"Those words are just good advice, no matter where you are.",
GLAJ021FO,GLOBAL_StringTable.csv,Ford,"But this guy especially, because he's protected by a powerful shield.",
GLAJ022FO,GLOBAL_StringTable.csv,Ford,We need to free the turtle hostage. Perhaps that chocolate cake could be deployed in a rescue capacity.,
GLAJ023FO,GLOBAL_StringTable.csv,Ford,"He's coming for the cake! Lure him under that hatch in his cage, and then use telekinesis to lift him out!",
GLAJ024FO,GLOBAL_StringTable.csv,Ford,Let's give this turtle back to that sad girl with the oven mitts on.,
GLAJ025FO,GLOBAL_StringTable.csv,Ford,Use Telekinesis to put that little turtle's brain in that tank's cockpit!,
GLAJ026FO,GLOBAL_StringTable.csv,Ford,Let's help Sasha and Milla blast your girlfriend out of that chair!,
GLAK000FO,GLOBAL_StringTable.csv,Ford,"Why don't you just do what Sasha said. Listen to your teacher, young man!",
GLAK001FO,GLOBAL_StringTable.csv,Ford,"Well, you might get your merit badge a little faster if you turn up the censor output all the way...",
GLAK002FO,GLOBAL_StringTable.csv,Ford,"You gotta find all those leaks that are squirting out censors, and take 'em out!",
GLAK003FO,GLOBAL_StringTable.csv,Ford,"And when you're fighting these guys, don't forget to lock your mental focus on them for accuracy.",
GLAK004FO,GLOBAL_StringTable.csv,Ford,Those little censors seem to be restoring the big guy's health. ,
GLAK005FO,GLOBAL_StringTable.csv,Ford,You gotta shut down the leaks the little censors are coming out of!,
GLAK006FO,GLOBAL_StringTable.csv,Ford,Take the big guy out! ,
GLAK007FO,GLOBAL_StringTable.csv,Ford,Don't forget to hold mental focus while you're blasting!,
GLAK008FO,GLOBAL_StringTable.csv,Ford,Locking focus on him will also make it easier to circle around and get behind him!,
GLAL000FO,GLOBAL_StringTable.csv,Ford,"Do whatever Milla says, young man. You're in her classroom now.",
GLAL001FO,GLOBAL_StringTable.csv,Ford,"Stay on your bubble, Raz.",
GLAL002FO,GLOBAL_StringTable.csv,Ford,"Keep trying to get higher, and if you see any of those big rings, keep 'em spinning.",
GLAL003FO,GLOBAL_StringTable.csv,Ford,Don't forget you can still PSI Blast when your on the ball. ,
GLAL004FO,GLOBAL_StringTable.csv,Ford,Ranged weapons are always useful in a race.,
GLAL005FO,GLOBAL_StringTable.csv,Ford,"Use your PSI Float in those columns of bubbles to float up to the top of the room, and then figure out how to turn the big fan on.",
GLAL006FO,GLOBAL_StringTable.csv,Ford,Get those rings spinning!,
GLAM000FO,GLOBAL_StringTable.csv,Ford,Let's check out what's inside that caravan. Don't be afraid of your past.,
GLAM001FO,GLOBAL_StringTable.csv,Ford,"Hey, you heard the man. Follow the bunny.",
GLAM002FO,GLOBAL_StringTable.csv,Ford,Keep after that bunny!,
GLAM003FO,GLOBAL_StringTable.csv,Ford,Watch out for those killer plants. You can't hurt them when they're all coiled up.,
GLAM004FO,GLOBAL_StringTable.csv,Ford,"Stay on the ground if you want to fight, but you could probably avoid some of it if you took the higher route. ",
GLAM005FO,GLOBAL_StringTable.csv,Ford,We gotta get up to the top of that vine tower!,
GLAM006FO,GLOBAL_StringTable.csv,Ford,You can hide behind those pillars to break his target-locking on you.,
GLAM007FO,GLOBAL_StringTable.csv,Ford,"Wait until he rears up to charge, and then blast him in his soft pink underbelly! Ha!",
GLAM008FO,GLOBAL_StringTable.csv,Ford,"And then when he's upside down, get him!",
GLAM009FO,GLOBAL_StringTable.csv,Ford,"Get as high as you can, and float in shooting!",
GLAN000FO,GLOBAL_StringTable.csv,Ford,"Well, if I were a monster, 50 stories high, I'd probably start smashing stuff.",
GLAN001FO,GLOBAL_StringTable.csv,Ford,You heard 'em. Bust open that prison over there.,
GLAN002FO,GLOBAL_StringTable.csv,Ford,"The Coach is obviously controlling the Lungfish's mind, so he must have planted something in here to amplify his thoughts and subjugate the populace.",
GLAN003RA,GLOBAL_StringTable.csv,Raz,Diabolical!,
GLAN004FO,GLOBAL_StringTable.csv,Ford,It's probably the enormous communications tower on that distant island.,
GLAN005FO,GLOBAL_StringTable.csv,Ford,Smash your way through town and take down that tower.,
GLAN006FO,GLOBAL_StringTable.csv,Ford,"Your PSI Shield would protect you in that tunnel, and maybe even do some damage to the emitters.",
GLAN007FO,GLOBAL_StringTable.csv,Ford,We have to find someone to pilot this blimp for us so we can get over this dam!,
GLAN008FO,GLOBAL_StringTable.csv,Ford,Get up on top of these buildings and take out those planes!,
GLAN009FO,GLOBAL_StringTable.csv,Ford,You can use those super tankers to get across the channel.,
GLAN010FO,GLOBAL_StringTable.csv,Ford,"If you pay attention to this guy's actions, you can tell how he's about to attack.",
GLAN011FO,GLOBAL_StringTable.csv,Ford,"Wait for him to let down his shield, and then attack.",
GLAN012FO,GLOBAL_StringTable.csv,Ford,And don't forget to use your own shield!,
GLAN013FO,GLOBAL_StringTable.csv,Ford,"Okay, now get up that tower and take out the communications equipment at the top!",
GLAN014FO,GLOBAL_StringTable.csv,Ford,And why don't you just pick up those pesky tanks and throw them at each other?,
GLAO000FO,GLOBAL_StringTable.csv,Ford,Open the fridge! Like he said!,
GLAO001FO,GLOBAL_StringTable.csv,Ford,Use your Clairvoyance power on that loony. I'd like to see what color the sky is in his world.,
GLAO002FO,GLOBAL_StringTable.csv,Ford,Let's go to the graveyard!,
GLAO003FO,GLOBAL_StringTable.csv,Ford,That is the worst road crew disguise I have ever seen.,
GLAO004FO,GLOBAL_StringTable.csv,Ford,"But if it works for them, it should work for us. We just gotta hold up one of those signs.",
GLAO005FO,GLOBAL_StringTable.csv,Ford,Hmmm. Looks like we'll need some flowers as a disguise.,
GLAO006FO,GLOBAL_StringTable.csv,Ford,To the Arboretum!,
GLAO007RA,GLOBAL_StringTable.csv,Raz,The what?,
GLAO008FO,GLOBAL_StringTable.csv,Ford,"The plant place. It's like a garden, but more shrubby and scientific.",
GLAO009FO,GLOBAL_StringTable.csv,Ford,Let's search this place for flowers.,
GLAO010FO,GLOBAL_StringTable.csv,Ford,"If you used Clairvoyance on the that crow feather, you might get a birds-eye view of the situation.",
GLAO011FO,GLOBAL_StringTable.csv,Ford,You could probably burn those big vines off that mausoleum.,
GLAO012FO,GLOBAL_StringTable.csv,Ford,Let's get inside that mausoleum!,
GLAO013FO,GLOBAL_StringTable.csv,Ford,We have to find a way through the sewers to the Book Depository.,
GLAO014FO,GLOBAL_StringTable.csv,Ford,"I'll bet if we could see what that G-Man sees, we would know the right combination.",
GLAO015FO,GLOBAL_StringTable.csv,Ford,"I forgot the combo. If you forgot it too, we're going to have to make that G-Man come out again.",
GLAO016FO,GLOBAL_StringTable.csv,Ford,I can't see a thing.,
GLAO017FO,GLOBAL_StringTable.csv,Ford,Try your Clairvoyance on those security cameras. I'll bet they can see in the dark.,
GLAO018FO,GLOBAL_StringTable.csv,Ford,"Looks like they got a sniper. If you time it right, your shield should get you through there.",
GLAO019FO,GLOBAL_StringTable.csv,Ford,Use your Clairvoyance on one of those helicopters and we'll be able to search for the Milkman from the air.,
GLAO020FO,GLOBAL_StringTable.csv,Ford,That telephone would be a good disguise for getting up to those phone company wires.,
GLAO021FO,GLOBAL_StringTable.csv,Ford,Ever play doorbell ditch?,
GLAO022FO,GLOBAL_StringTable.csv,Ford,Let's make sure we're out of sight before she makes it to the door. ,
GLAO023FO,GLOBAL_StringTable.csv,Ford,"And when she opens it, take her out!",
GLAO024FO,GLOBAL_StringTable.csv,Ford,You can't see in the dark but she can!,
GLAO025FO,GLOBAL_StringTable.csv,Ford,Clairvoyance will let you see what she sees!,
GLAO026FO,GLOBAL_StringTable.csv,Ford,Shoot those exploding cookie boxes.,
GLAO027FO,GLOBAL_StringTable.csv,Ford,And turn on your shield when you see her throwing stuff at you!,
GLAP000FO,GLOBAL_StringTable.csv,Ford,Let's go back to the dressing rooms and see if we can't get this Bonita person to take the stage.,
GLAP001FO,GLOBAL_StringTable.csv,Ford,Somewhere in that storage room is a candle that we need.,
GLAP002FO,GLOBAL_StringTable.csv,Ford,Let's put this candle in that spotlight so the show can begin!,
GLAP003FO,GLOBAL_StringTable.csv,Ford,"Well, I think you should go talk to that blowhard up in the balcony and give him a piece of your mind.",
GLAP004FO,GLOBAL_StringTable.csv,Ford,...and see if he knows anything.,
GLAP005FO,GLOBAL_StringTable.csv,Ford,Let's give this script to Becky and see if it's any good.,
GLAP006FO,GLOBAL_StringTable.csv,Ford,I wonder if those prop doors on the set really work?,
GLAP007FO,GLOBAL_StringTable.csv,Ford,"I'll bet if you punched that strange spotlight with the faces on it, you could change what's going on on stage.",
GLAP008FO,GLOBAL_StringTable.csv,Ford,We have to get up to the catwalks and get rid of that Phantom character.,
GLAP009FO,GLOBAL_StringTable.csv,Ford,I'll bet the right script played on the right set would do it!,
GLAP010FO,GLOBAL_StringTable.csv,Ford,Let's take that prop magic cloud elevator thing up to the catwalks.,
GLAP011FO,GLOBAL_StringTable.csv,Ford,Those spotlights couldn't find you if you were invisible.,
GLAP012FO,GLOBAL_StringTable.csv,Ford,Let's turn a light on this guy so we can see who he is.,
GLAP013FO,GLOBAL_StringTable.csv,Ford,Let's float up to the catwalks and blind him with those spotlights so he'll let down his guard.,
GLAP014FO,GLOBAL_StringTable.csv,Ford,Zig zag on the way up to avoid the fat man's attacks.,
GLAQ000FO,GLOBAL_StringTable.csv,Ford,"Well, we'll never get our troops over that river while the bridge is out.",
GLAQ001FO,GLOBAL_StringTable.csv,Ford,We need to get a Carpenter to fix it!,
GLAQ002FO,GLOBAL_StringTable.csv,Ford,If I were there I would use Telekinesis to move the game pieces around.,
GLAQ003FO,GLOBAL_StringTable.csv,Ford,You can't win a war without soldiers. ,
GLAQ004FO,GLOBAL_StringTable.csv,Ford,Let's go see if we can sign up a standing army.,
GLAQ005FO,GLOBAL_StringTable.csv,Ford,Put our Militiaman next to Napoleon's soldier piece so they can fight!,
GLAQ006FO,GLOBAL_StringTable.csv,Ford,"Ooh, we gotta get that guy some money before he'll fight.",
GLAQ007FO,GLOBAL_StringTable.csv,Ford,Heh heh! Let's ransack Fred's parlor!,
GLAQ008FO,GLOBAL_StringTable.csv,Ford,We gotta go through that building over there and find that guy's Musket!,
GLAQ009FO,GLOBAL_StringTable.csv,Ford,"Okay, we just gotta get that drawbridge down, and get a Hearty Knight to storm Napoleon's stronghold and we'll win.",
GLAQ010FO,GLOBAL_StringTable.csv,Ford,We gotta get some fancy food for that fat guy to eat.,
GLAQ011RA,GLOBAL_StringTable.csv,Raz,You didn't even see him. How do you know he's fat?,
GLAQ012FO,GLOBAL_StringTable.csv,Ford,He sounds fat.,
GLAQ013FO,GLOBAL_StringTable.csv,Ford,Why don't you TK a pail on top of em? That will slow 'em down.,
GLAQ014FO,GLOBAL_StringTable.csv,Ford,We're going to have to infiltrate the grounds of the stronghold and see if we can't get the drawbridge down for fatty. ,
GLAR000FO,GLOBAL_StringTable.csv,Ford,"Buy all the paintings you can, and look for hooks to hang them on.",
GLAR001FO,GLOBAL_StringTable.csv,Ford,And for crying out loud STAY OFF THE STREET.,
GLAR002FO,GLOBAL_StringTable.csv,Ford,You can't outrun that bull. You're going to have to sneak around on side streets.,
GLAR003FO,GLOBAL_StringTable.csv,Ford,Maybe you can hide out in a window if those ladies don't see you coming. ,
GLAR004FO,GLOBAL_StringTable.csv,Ford,Throw a confusion grenade at that Bull. That should buy you some time.,
GLAR005FO,GLOBAL_StringTable.csv,Ford,"You can TK those spears into that bull, well, see if that slows him down.",
GLAR006FO,GLOBAL_StringTable.csv,Ford,"Man, get those spears out of Edgar's back! What kind of friend are you?",
GLAR007FO,GLOBAL_StringTable.csv,Ford,And see if you can confuse that Matador.,
GLAR008FO,GLOBAL_StringTable.csv,Ford,"While that Matador thinks he's a bull, he's probably vulnerable like a bull.",
GLAR009FO,GLOBAL_StringTable.csv,Ford,Try sticking him with those barbed poles.,
GLAR010MA,GLOBAL_StringTable.csv,Matador,Banderillas! Use the word!,
GLAS000FO,GLOBAL_StringTable.csv,Ford,You have to TK rubble against rubble!,
GLAS001FO,GLOBAL_StringTable.csv,Ford,Break a hole big enough in the first ring so you can get in and set fire to the inner ring.,
GLAS002FO,GLOBAL_StringTable.csv,Ford,Then TK a hunk of masonry right on that idiot's brain!,
GLAT000FO,GLOBAL_StringTable.csv,Ford,Follow that kid! Don't let him get hurt while your brains are connected!,
GLAT001FO,GLOBAL_StringTable.csv,Ford,Use your TK to grab those bunnies! Or try confusing them! ,
GLAT002FO,GLOBAL_StringTable.csv,Ford,"You can't kill those knife throwers. And somebody's already ripped their arms off, but you can swing on their knives once they're stuck in the board.",
GLAT003FO,GLOBAL_StringTable.csv,Ford,"Next time his cleaver gets stuck in the ground, run up his arm and punch him in his fat head.",
GLAT004FO,GLOBAL_StringTable.csv,Ford,Listen to your father! Keep moving or you're going to drown!,
GLAT005FO,GLOBAL_StringTable.csv,Ford,"Okay, do NOT run up the flaming arms. ",
GLAT006FO,GLOBAL_StringTable.csv,Ford,Hmm. Try TKing some of your Dad's flaming clubs into the butcher.,
GLAT007FO,GLOBAL_StringTable.csv,Ford,"And then, if he ends up, say, curled up in agony, THEN you can punch him in his fat head.",
GLAT008FO,GLOBAL_StringTable.csv,Ford,"Yeah, put your head between your legs and kiss your ass good bye!",
GLAT009FO,GLOBAL_StringTable.csv,Ford,"Hang onto that power your dad gave you, because it's the only chance we've got.",
GLAU000FO,GLOBAL_StringTable.csv,Ford,"Don't turn up your nose at recycling. You gather up those PSI Cards, and get yourself some Cores, and come down to my lab and we'll rank you up quick!",
GLAU001FO,GLOBAL_StringTable.csv,Ford,"Maybe if you were a higher rank, you could get some PSI powers that could help you out.",
GLAU002FO,GLOBAL_StringTable.csv,Ford,"You can rank up if you collect more figments, sort more emotional baggage, or collect more mental cobwebs.",
GLAU003FO,GLOBAL_StringTable.csv,Ford,"Not much to do here except clean up all the cobwebs, collect all the figments, and get any vaults that are left.",
GLAV000CO,GLOBAL_StringTable.csv,Coach,(emotional sobs),
GLRE000SA,GLOBAL_StringTable.csv,Sasha,I don't have time for this!,
GLRE001BT,GLOBAL_StringTable.csv,Bonita,Oww!,
GLZG035TO,GLOBAL_StringTable.csv,System,"To view this MEMORY again, check out the MEMORIES page in your JOURNAL. /Journal/",
GLZG033TO,GLOBAL_StringTable.csv,System,"...after class, of course.",
GLZG034TO,GLOBAL_StringTable.csv,System,"This is a Psychic Arrowhead.  Its raw energy will contribute value to your Arrowheads in small amounts, but I think you'll find they add up over time!",
GLZB018TO,GLOBAL_StringTable.csv,System,Ranger Ford's Scavenger Hunt,
GLZE036TO,GLOBAL_StringTable.csv,System,"Find 8 items, and you'll be promoted 4 Ranks.",
GLZE037TO,GLOBAL_StringTable.csv,System,"Find the other 8, and get promoted 6 more Ranks!",
GLZB019TO,GLOBAL_StringTable.csv,System,Gold Doubloon,
GLZD101TO,GLOBAL_StringTable.csv,System,"What were Spanish explorers doing in this valley two hundred years ago? How did they get their boats over the hills and into Lake Oblongata which, at that time, did not even exist? Why did they leave their doubloons here, and why has no person found this one though it has been floating in midair all this time? These are just some of the many unanswered riddles held within this mysterious coin.",
GLZB020TO,GLOBAL_StringTable.csv,System,Eagle Claw,
GLZD102TO,GLOBAL_StringTable.csv,System,"Eagle Claw Soup is surprisingly tangy, and promotes the growth of strong fingernails.",
GLZB021TO,GLOBAL_StringTable.csv,System,Diver's Helmet,
GLZD103TO,GLOBAL_StringTable.csv,System,"Thick helmets like these have been used to protect those who dive in Lake Oblongata, not from the increase in water pressure, but from the hideous creature that is rumored to live in the lake (but is, of course, just an old legend).",
GLZB022TO,GLOBAL_StringTable.csv,System,Psychonauts Comic #1,
GLZD104TO,GLOBAL_StringTable.csv,System,"The thrilling Origin Issue in which the Psychonauts get their name and design their first costumes. Also introduces the character of ""Clyde the Cautious Cougar"" who teaches firestarting safety.",
GLZB023TO,GLOBAL_StringTable.csv,System,Cherry Wood Pipe,
GLZD105TO,GLOBAL_StringTable.csv,System,"This style of pipe was common among more fashion-conscious loggers in the early part of this century, until a high frequency of logger-initiated forest fires led to a mandatory, industry-wide switch to chewing tobacco, and later, bark-flavored chewing gum.",
GLZB024TO,GLOBAL_StringTable.csv,System,Turkey Sandwich,
GLZD106TO,GLOBAL_StringTable.csv,System,"Possibly the most famous of all poultry-based sandwiches, second only to its more glamorous sister, the Chicken Salad Sandwich. The Turkey Sandwich holds a special place in the hearts of food lovers everywhere who crave something that's like Chicken, but not.",
GLZB025TO,GLOBAL_StringTable.csv,System,Voodoo Doll,
GLZD107TO,GLOBAL_StringTable.csv,System,Years ago someone thought it would be a fun craft project at camp to make voodoo dolls. We would have fired that teacher had they not ended up in the hospital. If you find one of these dolls PLEASE do not remove and reinsert ANY of the pins.,
GLZB026TO,GLOBAL_StringTable.csv,System,Miner's Skull,
GLZD108TO,GLOBAL_StringTable.csv,System,"In the early days of the Psitanium rush, prospectors and miners came from all over to hunt the mysterious ""Whispering Rock"" so plentiful in this valley. Some were killed in mining accidents, some in claim disputes, but many were simply driven mad by the powerful mineral, and wandered off into the mines, never to be seen again--except for their creepy, bearded heads.",
GLZB027TO,GLOBAL_StringTable.csv,System,Pirate Scope,
GLZD109TO,GLOBAL_StringTable.csv,System,"Telescopes like this were once popular among area pirates, until they learned that they could see farther by using Clairvoyance on bird feathers.",
GLZB028TO,GLOBAL_StringTable.csv,System,Golden Acorn,
GLZD110TO,GLOBAL_StringTable.csv,System,"Adult squirrels will often coat a regular acorn with a mucilaginous secretion that gives it a shiny, ""golden"" coat. This sparkly trinket is used to attract possible mates. Warning: do not eat.",
GLZB029TO,GLOBAL_StringTable.csv,System,Glass Eye,
GLZD111TO,GLOBAL_StringTable.csv,System,"I am always losing mine around camp. If you find one please don't scratch it, because I'm running out of spares.",
GLZB030TO,GLOBAL_StringTable.csv,System,Condor Egg,
GLZD112TO,GLOBAL_StringTable.csv,System,"The rare and beautiful Condor Egg. Condors were once plentiful in this valley, but their numbers have been decimated by modern hazards such as power lines, telekinetic grizzly bears, and poachers stealing the eggs out of their nests.",
GLZB031TO,GLOBAL_StringTable.csv,System,Fertility Idol,
GLZD113TO,GLOBAL_StringTable.csv,System,Wasps love fertility idols. Everybody knows it. No one knows why. But it must work because look at how many of them there are!,
GLZB032TO,GLOBAL_StringTable.csv,System,Dinosaur Bone,
GLZD114TO,GLOBAL_StringTable.csv,System,"Enormous, carnivorous, and Psychically mutated, one thing for sure you can say about the valley's prehistoric inhabitants: we are glad they're dead. Nobody wants to see levitating velociraptors. SCARY.",
